Check All,Check All
Total Products,Total Products
Total Qty,Total Qty
Create Wishlist, Create List
Please choose a Wishlist for the selected product:, Please choose a List for the selected product:
Add To Wishlist, Add to List
Enter Wishlist Name, Enter List Name
